[24/100][0/177]	Loss_D: 0.6836	Loss_G: 1.5705	D(x): 0.6425	D(G(z)): 0.1603 / 0.2285
[24/100][50/177]	Loss_D: 0.5615	Loss_G: 2.7574	D(x): 0.7808	D(G(z)): 0.2444 / 0.0701
[24/100][100/177]	Loss_D: 0.7957	Loss_G: 1.9254	D(x): 0.7490	D(G(z)): 0.3702 / 0.1822
[24/100][150/177]	Loss_D: 0.7584	Loss_G: 2.9056	D(x): 0.8437	D(G(z)): 0.4203 / 0.0625
[25/100][0/177]	Loss_D: 0.7617	Loss_G: 3.2924	D(x): 0.8215	D(G(z)): 0.3991 / 0.0414
[25/100][50/177]	Loss_D: 0.5569	Loss_G: 2.1464	D(x): 0.7981	D(G(z)): 0.2484 / 0.1298
[25/100][100/177]	Loss_D: 0.3195	Loss_G: 2.9374	D(x): 0.8448	D(G(z)): 0.1264 / 0.0634
[25/100][150/177]	Loss_D: 0.6147	Loss_G: 3.5787	D(x): 0.8966	D(G(z)): 0.3564 / 0.0329
[26/100][0/177]	Loss_D: 0.4394	Loss_G: 2.4279	D(x): 0.7393	D(G(z)): 0.0958 / 0.1162
[26/100][50/177]	Loss_D: 0.3523	Loss_G: 3.4575	D(x): 0.8220	D(G(z)): 0.1218 / 0.0346
[26/100][100/177]	Loss_D: 0.9728	Loss_G: 3.7561	D(x): 0.9715	D(G(z)): 0.5806 / 0.0332
[26/100][150/177]	Loss_D: 0.6217	Loss_G: 1.8224	D(x): 0.7313	D(G(z)): 0.2252 / 0.1786
[27/100][0/177]	Loss_D: 0.9033	Loss_G: 1.2526	D(x): 0.5029	D(G(z)): 0.0728 / 0.3924
[27/100][50/177]	Loss_D: 0.3806	Loss_G: 2.6059	D(x): 0.7798	D(G(z)): 0.0947 / 0.0883
[27/100][100/177]	Loss_D: 0.3324	Loss_G: 3.6315	D(x): 0.9401	D(G(z)): 0.2313 / 0.0296
[27/100][150/177]	Loss_D: 0.5476	Loss_G: 1.6275	D(x): 0.7304	D(G(z)): 0.1755 / 0.2298
[28/100][0/177]	Loss_D: 0.6246	Loss_G: 2.5354	D(x): 0.7955	D(G(z)): 0.3043 / 0.0927
[28/100][50/177]	Loss_D: 0.6542	Loss_G: 2.3301	D(x): 0.7421	D(G(z)): 0.2672 / 0.1171
[28/100][100/177]	Loss_D: 0.9160	Loss_G: 2.6885	D(x): 0.9029	D(G(z)): 0.5210 / 0.0840
[28/100][150/177]	Loss_D: 0.6282	Loss_G: 3.5865	D(x): 0.9495	D(G(z)): 0.4169 / 0.0332
[29/100][0/177]	Loss_D: 0.7124	Loss_G: 1.5369	D(x): 0.6190	D(G(z)): 0.1029 / 0.2543
[29/100][50/177]	Loss_D: 0.7912	Loss_G: 3.1822	D(x): 0.8575	D(G(z)): 0.4385 / 0.0473
